delta,replicate,loss,accuracy,n_train,sigma2
0.0,0,0.6996561913204988,0.7801857585139319,8016,9.050891907849422e-06
0.0,1,0.6951673025711533,0.7801857585139319,8016,9.050891907849422e-06
0.0,2,0.6973637857260241,0.7770897832817337,8016,9.050891907849422e-06
0.0,3,0.700391319403413,0.7781217750257998,8016,9.050891907849422e-06
0.0,4,0.6981607832700438,0.7770897832817337,8016,9.050891907849422e-06
0.0,5,0.6965261145716788,0.7770897832817337,8016,9.050891907849422e-06
0.0,6,0.6976903414693346,0.7791537667698658,8016,9.050891907849422e-06
0.0,7,0.6982255131772208,0.7770897832817337,8016,9.050891907849422e-06
0.0,8,0.6992549136529752,0.7770897832817337,8016,9.050891907849422e-06
0.0,9,0.6958460271096589,0.7781217750257998,8016,9.050891907849422e-06
0.0,10,0.6960022825124575,0.7791537667698658,8016,9.050891907849422e-06
0.0,11,0.6978095224343045,0.7791537667698658,8016,9.050891907849422e-06
0.0,12,0.6928577911297158,0.7781217750257998,8016,9.050891907849422e-06
0.0,13,0.6968059989069147,0.7781217750257998,8016,9.050891907849422e-06
0.0,14,0.7031926808814014,0.7770897832817337,8016,9.050891907849422e-06
0.0,15,0.6968319532113031,0.7791537667698658,8016,9.050891907849422e-06
0.0,16,0.7021527590987716,0.7781217750257998,8016,9.050891907849422e-06
0.0,17,0.6980419568915502,0.7781217750257998,8016,9.050891907849422e-06
0.0,18,0.6992644423898594,0.7801857585139319,8016,9.050891907849422e-06
0.0,19,0.691860751764734,0.7791537667698658,8016,9.050891907849422e-06
0.0,20,0.6971685087495029,0.7781217750257998,8016,9.050891907849422e-06
0.0,21,0.6942690438805382,0.7791537667698658,8016,9.050891907849422e-06
0.0,22,0.7049177280172291,0.7781217750257998,8016,9.050891907849422e-06
0.0,23,0.6988205151285534,0.7770897832817337,8016,9.050891907849422e-06
0.0,24,0.7000471368610218,0.7770897832817337,8016,9.050891907849422e-06
0.0,25,0.7038472291698332,0.7781217750257998,8016,9.050891907849422e-06
0.0,26,0.6988476689249855,0.7770897832817337,8016,9.050891907849422e-06
0.0,27,0.702580595807976,0.7781217750257998,8016,9.050891907849422e-06
0.0,28,0.6978344979305635,0.7791537667698658,8016,9.050891907849422e-06
0.0,29,0.6980235218501808,0.7781217750257998,8016,9.050891907849422e-06
0.1,0,0.7040134953277736,0.7801857585139319,7214,6.623419295040636e-05
0.1,1,0.7122268099257246,0.782249742002064,7214,6.623419295040636e-05
0.1,2,0.6998594709739754,0.7812177502579979,7214,6.623419295040636e-05
0.1,3,0.6929586378070601,0.7781217750257998,7214,6.623419295040636e-05
0.1,4,0.7075975256925875,0.7791537667698658,7214,6.623419295040636e-05
0.1,5,0.6928604700494706,0.7812177502579979,7214,6.623419295040636e-05
0.1,6,0.7062330798428006,0.7801857585139319,7214,6.623419295040636e-05
0.1,7,0.6997442252534495,0.7770897832817337,7214,6.623419295040636e-05
0.1,8,0.6939927620715602,0.782249742002064,7214,6.623419295040636e-05
0.1,9,0.6966282797080562,0.7750257997936016,7214,6.623419295040636e-05
0.1,10,0.699491239204415,0.7739938080495357,7214,6.623419295040636e-05
0.1,11,0.71594150576707,0.7739938080495357,7214,6.623419295040636e-05
0.1,12,0.7036737950316605,0.7801857585139319,7214,6.623419295040636e-05
0.1,13,0.6916975288120689,0.7770897832817337,7214,6.623419295040636e-05
0.1,14,0.7188928910658724,0.7791537667698658,7214,6.623419295040636e-05
0.1,15,0.7147232198134895,0.7770897832817337,7214,6.623419295040636e-05
0.1,16,0.7092874297553653,0.7801857585139319,7214,6.623419295040636e-05
0.1,17,0.7064883735573195,0.7791537667698658,7214,6.623419295040636e-05
0.1,18,0.7037695202075692,0.7832817337461301,7214,6.623419295040636e-05
0.1,19,0.7148189285285099,0.7781217750257998,7214,6.623419295040636e-05
0.1,20,0.710277379136085,0.782249742002064,7214,6.623419295040636e-05
0.1,21,0.6941104462960997,0.7801857585139319,7214,6.623419295040636e-05
0.1,22,0.7077413178081317,0.782249742002064,7214,6.623419295040636e-05
0.1,23,0.7066870632516463,0.7760577915376677,7214,6.623419295040636e-05
0.1,24,0.6948562762721955,0.7760577915376677,7214,6.623419295040636e-05
0.1,25,0.6937139524800217,0.782249742002064,7214,6.623419295040636e-05
0.1,26,0.7042521373574218,0.7812177502579979,7214,6.623419295040636e-05
0.1,27,0.6921363156488831,0.7812177502579979,7214,6.623419295040636e-05
0.1,28,0.6925708849038613,0.7781217750257998,7214,6.623419295040636e-05
0.1,29,0.7072809321540812,0.7760577915376677,7214,6.623419295040636e-05
0.2,0,0.7064923304005312,0.7750257997936016,6412,7.842465715162586e-05
0.2,1,0.701983624350735,0.782249742002064,6412,7.842465715162586e-05
0.2,2,0.7051744204151895,0.7750257997936016,6412,7.842465715162586e-05
0.2,3,0.712105799976056,0.7750257997936016,6412,7.842465715162586e-05
0.2,4,0.7010453092566968,0.7801857585139319,6412,7.842465715162586e-05
0.2,5,0.70174714121364,0.7832817337461301,6412,7.842465715162586e-05
0.2,6,0.7203312609022193,0.7801857585139319,6412,7.842465715162586e-05
0.2,7,0.7053854277040417,0.7853457172342622,6412,7.842465715162586e-05
0.2,8,0.6980451375018094,0.7760577915376677,6412,7.842465715162586e-05
0.2,9,0.7107479897056587,0.7843137254901961,6412,7.842465715162586e-05
0.2,10,0.7098209804444335,0.7719298245614035,6412,7.842465715162586e-05
0.2,11,0.7196661077895011,0.7791537667698658,6412,7.842465715162586e-05
0.2,12,0.7059480251765429,0.7781217750257998,6412,7.842465715162586e-05
